site,plot,drought,year,species,rel.cover,func
Onefour,One-B2-112,ambient,2017,Bou_gra,0.055555556,grass
Onefour,One-B2-112,ambient,2017,Car_spp,0.027777778,grass
Onefour,One-B2-112,ambient,2017,Hes_com,0.416666667,grass
Onefour,One-B2-112,ambient,2017,Pla_pat,0.083333333,forb
Onefour,One-B2-112,ambient,2017,Sph_coc,0.055555556,forb
Onefour,One-B2-112,ambient,2017,Tra_dub,0.083333333,forb
Onefour,One-B2-112,ambient,2018,Agr_das,0.138888889,grass
Onefour,One-B2-112,ambient,2018,Bou_gra,0.138888889,grass
Onefour,One-B2-112,ambient,2018,Car_spp,0.138888889,grass
Onefour,One-B2-112,ambient,2018,Hes_com,0.208333333,grass
Onefour,One-B2-112,ambient,2018,Oxy_ser,0.041666667,forb
Onefour,One-B2-112,ambient,2018,Pla_pat,0.069444444,forb
Onefour,One-B2-112,ambient,2018,Sph_coc,0.055555556,forb
Onefour,One-B2-112,ambient,2018,Tra_dub,0.208333333,forb
Onefour,One-B2-112,ambient,2019,Agr_das,0.16,grass
Onefour,One-B2-112,ambient,2019,Bou_gra,0.1,grass
Onefour,One-B2-112,ambient,2019,Car_spp,0.2,grass
Onefour,One-B2-112,ambient,2019,Hes_com,0.3,grass
Onefour,One-B2-112,ambient,2019,Sph_coc,0.04,forb
Onefour,One-B2-112,ambient,2019,Tra_dub,0.2,forb
Onefour,One-B5-115,reduced,2017,Agr_das,0.2,grass
Onefour,One-B5-115,reduced,2017,Art_fri,0.12,forb
Onefour,One-B5-115,reduced,2017,Bou_gra,0.12,grass
Onefour,One-B5-115,reduced,2017,Car_spp,0.04,grass
Onefour,One-B5-115,reduced,2017,Hes_com,0.2,grass
Onefour,One-B5-115,reduced,2017,Koe_mac,0.08,grass
Onefour,One-B5-115,reduced,2017,Sph_coc,0.16,forb
Onefour,One-B5-115,reduced,2017,Tra_dub,0.08,forb
Onefour,One-B5-115,reduced,2018,Agr_das,0.333333333,grass
Onefour,One-B5-115,reduced,2018,Bou_gra,0.177777778,grass
Onefour,One-B5-115,reduced,2018,Car_spp,0.066666667,grass
Onefour,One-B5-115,reduced,2018,Koe_mac,0.044444444,grass
Onefour,One-B5-115,reduced,2018,Phl_hoo,0.022222222,forb
Onefour,One-B5-115,reduced,2018,Sph_coc,0.177777778,forb
Onefour,One-B5-115,reduced,2018,Tra_dub,0.177777778,forb
Onefour,One-B5-115,reduced,2019,Agr_das,0.263157895,grass
Onefour,One-B5-115,reduced,2019,Bou_gra,0.131578947,grass
Onefour,One-B5-115,reduced,2019,Car_spp,0.131578947,grass
Onefour,One-B5-115,reduced,2019,Hes_com,0.210526316,grass
Onefour,One-B5-115,reduced,2019,Koe_mac,0.105263158,grass
Onefour,One-B5-115,reduced,2019,Phl_hoo,0.052631579,forb
Onefour,One-B5-115,reduced,2019,Sph_coc,0.105263158,forb
Onefour,One-C5-125,ambient,2017,Agr_das,0.104166667,grass
Onefour,One-C5-125,ambient,2017,Bou_gra,0.041666667,grass
Onefour,One-C5-125,ambient,2017,Car_spp,0.041666667,grass
Onefour,One-C5-125,ambient,2017,Hes_com,0.3125,grass
Onefour,One-C5-125,ambient,2017,Koe_mac,0.3125,grass
Onefour,One-C5-125,ambient,2017,Pla_pat,0.020833333,forb
Onefour,One-C5-125,ambient,2017,Sph_coc,0.104166667,forb
Onefour,One-C5-125,ambient,2017,Tra_dub,0.0625,forb
Onefour,One-C5-125,ambient,2018,Agr_das,0.288461538,grass
Onefour,One-C5-125,ambient,2018,Bou_gra,0.096153846,grass
Onefour,One-C5-125,ambient,2018,Car_spp,0.057692308,grass
Onefour,One-C5-125,ambient,2018,Hes_com,0.096153846,grass
Onefour,One-C5-125,ambient,2018,Koe_mac,0.288461538,grass
Onefour,One-C5-125,ambient,2018,Pla_pat,0.019230769,forb
Onefour,One-C5-125,ambient,2018,Sph_coc,0.096153846,forb
Onefour,One-C5-125,ambient,2018,Tra_dub,0.057692308,forb
Onefour,One-C5-125,ambient,2019,Agr_das,0.27027027,grass
Onefour,One-C5-125,ambient,2019,Bou_gra,0.081081081,grass
Onefour,One-C5-125,ambient,2019,Car_spp,0.135135135,grass
Onefour,One-C5-125,ambient,2019,Hes_com,0.135135135,grass
Onefour,One-C5-125,ambient,2019,Koe_mac,0.216216216,grass
Onefour,One-C5-125,ambient,2019,Sph_coc,0.108108108,forb
Onefour,One-C5-125,ambient,2019,Tra_dub,0.054054054,forb
Onefour,One-D1-131,reduced,2017,Art_fri,0.045454545,forb
Onefour,One-D1-131,reduced,2017,Bou_gra,0.113636364,grass
Onefour,One-D1-131,reduced,2017,Car_spp,0.022727273,grass
Onefour,One-D1-131,reduced,2017,Hes_com,0.681818182,grass
Onefour,One-D1-131,reduced,2017,Koe_mac,0.068181818,grass
Onefour,One-D1-131,reduced,2017,Sph_coc,0.022727273,forb
Onefour,One-D1-131,reduced,2017,Tra_dub,0.045454545,forb
Onefour,One-D1-131,reduced,2018,Art_fri,0.166666667,forb
Onefour,One-D1-131,reduced,2018,Bou_gra,0.208333333,grass
Onefour,One-D1-131,reduced,2018,Car_spp,0.041666667,grass
Onefour,One-D1-131,reduced,2018,Hes_com,0.208333333,grass
Onefour,One-D1-131,reduced,2018,Koe_mac,0.104166667,grass
Onefour,One-D1-131,reduced,2018,Phl_hoo,0.0625,forb
Onefour,One-D1-131,reduced,2018,Pla_pat,0.041666667,forb
Onefour,One-D1-131,reduced,2018,Sph_coc,0.0625,forb
Onefour,One-D1-131,reduced,2018,Tra_dub,0.104166667,forb
Onefour,One-D1-131,reduced,2019,Art_fri,0.096153846,forb
Onefour,One-D1-131,reduced,2019,Bou_gra,0.192307692,grass
Onefour,One-D1-131,reduced,2019,Car_spp,0.057692308,grass
Onefour,One-D1-131,reduced,2019,Hes_com,0.480769231,grass
Onefour,One-D1-131,reduced,2019,Phl_hoo,0.057692308,forb
Onefour,One-D1-131,reduced,2019,Sph_coc,0.057692308,forb
Onefour,One-D1-131,reduced,2019,Tra_dub,0.057692308,forb
Onefour,One-D7-137,ambient,2017,Agr_das,0.344827586,grass
Onefour,One-D7-137,ambient,2017,Bou_gra,0.017241379,grass
Onefour,One-D7-137,ambient,2017,Car_spp,0.017241379,grass
Onefour,One-D7-137,ambient,2017,Hes_com,0.431034483,grass
Onefour,One-D7-137,ambient,2017,Koe_mac,0.086206897,grass
Onefour,One-D7-137,ambient,2017,Sph_coc,0.086206897,forb
Onefour,One-D7-137,ambient,2017,Tra_dub,0.017241379,forb
Onefour,One-D7-137,ambient,2018,Agr_das,0.113636364,grass
Onefour,One-D7-137,ambient,2018,Bou_gra,0.181818182,grass
Onefour,One-D7-137,ambient,2018,Car_spp,0.045454545,grass
Onefour,One-D7-137,ambient,2018,Hes_com,0.227272727,grass
Onefour,One-D7-137,ambient,2018,Phl_hoo,0.113636364,forb
Onefour,One-D7-137,ambient,2018,Pla_pat,0.022727273,forb
Onefour,One-D7-137,ambient,2018,Sph_coc,0.227272727,forb
Onefour,One-D7-137,ambient,2018,Tar_off,0.068181818,forb
Onefour,One-D7-137,ambient,2019,Agr_das,0.098039216,grass
Onefour,One-D7-137,ambient,2019,Bou_gra,0.058823529,grass
Onefour,One-D7-137,ambient,2019,Car_spp,0.039215686,grass
Onefour,One-D7-137,ambient,2019,Hes_com,0.392156863,grass
Onefour,One-D7-137,ambient,2019,Koe_mac,0.098039216,grass
Onefour,One-D7-137,ambient,2019,Phl_hoo,0.098039216,forb
Onefour,One-D7-137,ambient,2019,Sph_coc,0.156862745,forb
Onefour,One-D7-137,ambient,2019,Tar_off,0.039215686,forb
Onefour,One-D7-137,ambient,2019,Tra_dub,0.019607843,forb
Onefour,One-D8-138,reduced,2017,Agr_das,0.053571429,grass
Onefour,One-D8-138,reduced,2017,Art_fri,0.089285714,forb
Onefour,One-D8-138,reduced,2017,Bou_gra,0.035714286,grass
Onefour,One-D8-138,reduced,2017,Car_spp,0.017857143,grass
Onefour,One-D8-138,reduced,2017,Hes_com,0.178571429,grass
Onefour,One-D8-138,reduced,2017,Koe_mac,0.089285714,grass
Onefour,One-D8-138,reduced,2017,Kra_lan,0.357142857,forb
Onefour,One-D8-138,reduced,2017,Sph_coc,0.178571429,forb
Onefour,One-D8-138,reduced,2018,Agr_das,0.11627907,grass
Onefour,One-D8-138,reduced,2018,Bou_gra,0.11627907,grass
Onefour,One-D8-138,reduced,2018,Car_spp,0.034883721,grass
Onefour,One-D8-138,reduced,2018,Hes_com,0.058139535,grass
Onefour,One-D8-138,reduced,2018,Koe_mac,0.058139535,grass
Onefour,One-D8-138,reduced,2018,Kra_lan,0.23255814,forb
Onefour,One-D8-138,reduced,2018,Phl_hoo,0.058139535,forb
Onefour,One-D8-138,reduced,2018,Pla_pat,0.034883721,forb
Onefour,One-D8-138,reduced,2018,Sph_coc,0.23255814,forb
Onefour,One-D8-138,reduced,2018,Tra_dub,0.058139535,forb
Onefour,One-D8-138,reduced,2019,Agr_das,0.174418605,grass
Onefour,One-D8-138,reduced,2019,Art_fri,0.023255814,forb
Onefour,One-D8-138,reduced,2019,Bou_gra,0.058139535,grass
Onefour,One-D8-138,reduced,2019,Car_spp,0.023255814,grass
Onefour,One-D8-138,reduced,2019,Hes_com,0.058139535,grass
Onefour,One-D8-138,reduced,2019,Koe_mac,0.11627907,grass
Onefour,One-D8-138,reduced,2019,Kra_lan,0.23255814,forb
Onefour,One-D8-138,reduced,2019,Phl_hoo,0.058139535,forb
Onefour,One-D8-138,reduced,2019,Pla_pat,0.023255814,forb
Onefour,One-D8-138,reduced,2019,Sph_coc,0.174418605,forb
Onefour,One-D8-138,reduced,2019,Tra_dub,0.058139535,forb
Oyen,Oye-A5-145,reduced,2017,Ave_hoo,0.111111111,grass
Oyen,Oye-A5-145,reduced,2017,Car_spp,0.166666667,grass
Oyen,Oye-A5-145,reduced,2017,Hes_cur,0.555555556,grass
Oyen,Oye-A5-145,reduced,2017,Pas_smi,0.055555556,grass
Oyen,Oye-A5-145,reduced,2017,Pul_pat,0.111111111,forb
Oyen,Oye-A5-145,reduced,2018,Agr_das,0.016666667,grass
Oyen,Oye-A5-145,reduced,2018,Ave_hoo,0.05,grass
Oyen,Oye-A5-145,reduced,2018,Car_spp,0.25,grass
Oyen,Oye-A5-145,reduced,2018,Che_alb,0.016666667,forb
Oyen,Oye-A5-145,reduced,2018,Hes_cur,0.583333333,grass
Oyen,Oye-A5-145,reduced,2018,Pas_smi,0.083333333,grass
Oyen,Oye-A5-145,reduced,2019,Ave_hoo,0.056818182,grass
Oyen,Oye-A5-145,reduced,2019,Car_spp,0.284090909,grass
Oyen,Oye-A5-145,reduced,2019,Hes_cur,0.454545455,grass
Oyen,Oye-A5-145,reduced,2019,Pas_smi,0.090909091,grass
Oyen,Oye-A5-145,reduced,2019,Pul_pat,0.113636364,forb
Oyen,Oye-B1-151,ambient,2017,Agr_das,0.588235294,grass
Oyen,Oye-B1-151,ambient,2017,Arn_ful,0.058823529,forb
Oyen,Oye-B1-151,ambient,2017,Ast_agr,0.035294118,forb
Oyen,Oye-B1-151,ambient,2017,Car_spp,0.058823529,grass
Oyen,Oye-B1-151,ambient,2017,Pas_smi,0.023529412,grass
Oyen,Oye-B1-151,ambient,2017,Pul_pat,0.235294118,forb
Oyen,Oye-B1-151,ambient,2018,Agr_das,0.649350649,grass
Oyen,Oye-B1-151,ambient,2018,Ast_agr,0.025974026,forb
Oyen,Oye-B1-151,ambient,2018,Car_spp,0.064935065,grass
Oyen,Oye-B1-151,ambient,2018,Pul_pat,0.25974026,forb
Oyen,Oye-B1-151,ambient,2019,Agr_das,0.548780488,grass
Oyen,Oye-B1-151,ambient,2019,Arn_ful,0.036585366,forb
Oyen,Oye-B1-151,ambient,2019,Ast_agr,0.048780488,forb
Oyen,Oye-B1-151,ambient,2019,Car_spp,0.182926829,grass
Oyen,Oye-B1-151,ambient,2019,Pul_pat,0.182926829,forb
Oyen,Oye-B10-160,reduced,2017,Ach_mil,0.04950495,forb
Oyen,Oye-B10-160,reduced,2017,Car_spp,0.396039604,grass
Oyen,Oye-B10-160,reduced,2017,Hes_cur,0.198019802,grass
Oyen,Oye-B10-160,reduced,2017,Pas_smi,0.148514851,grass
Oyen,Oye-B10-160,reduced,2017,Pul_pat,0.198019802,forb
Oyen,Oye-B10-160,reduced,2017,Tra_dub,0.00990099,forb
Oyen,Oye-B10-160,reduced,2018,Car_spp,0.533333333,grass
Oyen,Oye-B10-160,reduced,2018,Hes_cur,0.133333333,grass
Oyen,Oye-B10-160,reduced,2018,Pas_smi,0.133333333,grass
Oyen,Oye-B10-160,reduced,2018,Pul_pat,0.2,forb
Oyen,Oye-B10-160,reduced,2019,Car_spp,0.666666667,grass
Oyen,Oye-B10-160,reduced,2019,Hes_cur,0.142857143,grass
Oyen,Oye-B10-160,reduced,2019,Pas_smi,0.047619048,grass
Oyen,Oye-B10-160,reduced,2019,Pul_pat,0.142857143,forb
Oyen,Oye-B9-159,ambient,2017,Agr_das,0.044247788,grass
Oyen,Oye-B9-159,ambient,2017,Car_spp,0.265486726,grass
Oyen,Oye-B9-159,ambient,2017,Hes_cur,0.442477876,grass
Oyen,Oye-B9-159,ambient,2017,Pas_smi,0.07079646,grass
Oyen,Oye-B9-159,ambient,2017,Pul_pat,0.17699115,forb
Oyen,Oye-B9-159,ambient,2018,Agr_das,0.133333333,grass
Oyen,Oye-B9-159,ambient,2018,Car_spp,0.2,grass
Oyen,Oye-B9-159,ambient,2018,Hes_cur,0.333333333,grass
Oyen,Oye-B9-159,ambient,2018,Pul_pat,0.333333333,forb
Oyen,Oye-B9-159,ambient,2019,Car_spp,0.454545455,grass
Oyen,Oye-B9-159,ambient,2019,Hes_cur,0.284090909,grass
Oyen,Oye-B9-159,ambient,2019,Pas_smi,0.090909091,grass
Oyen,Oye-B9-159,ambient,2019,Pul_pat,0.170454545,forb
Oyen,Oye-C7-167,reduced,2017,Car_spp,0.466666667,grass
Oyen,Oye-C7-167,reduced,2017,Hes_cur,0.4,grass
Oyen,Oye-C7-167,reduced,2017,Pul_pat,0.133333333,forb
Oyen,Oye-C7-167,reduced,2018,Car_spp,0.283018868,grass
Oyen,Oye-C7-167,reduced,2018,Hes_cur,0.377358491,grass
Oyen,Oye-C7-167,reduced,2018,Pas_smi,0.150943396,grass
Oyen,Oye-C7-167,reduced,2018,Pul_pat,0.188679245,forb
Oyen,Oye-C7-167,reduced,2019,Car_spp,0.214285714,grass
Oyen,Oye-C7-167,reduced,2019,Hes_cur,0.357142857,grass
Oyen,Oye-C7-167,reduced,2019,Pas_smi,0.214285714,grass
Oyen,Oye-C7-167,reduced,2019,Pul_pat,0.214285714,forb
Oyen,Oye-D2-172,reduced,2017,Car_spp,0.25862069,grass
Oyen,Oye-D2-172,reduced,2017,Hes_cur,0.689655172,grass
Oyen,Oye-D2-172,reduced,2017,Pul_pat,0.051724138,forb
Oyen,Oye-D2-172,reduced,2018,Agr_das,0.161290323,grass
Oyen,Oye-D2-172,reduced,2018,Ave_hoo,0.129032258,grass
Oyen,Oye-D2-172,reduced,2018,Car_spp,0.161290323,grass
Oyen,Oye-D2-172,reduced,2018,Fes_hal,0.064516129,grass
Oyen,Oye-D2-172,reduced,2018,Hes_cur,0.322580645,grass
Oyen,Oye-D2-172,reduced,2018,Pas_smi,0.161290323,grass
Oyen,Oye-D2-172,reduced,2019,Agr_das,0.12345679,grass
Oyen,Oye-D2-172,reduced,2019,Car_spp,0.308641975,grass
Oyen,Oye-D2-172,reduced,2019,Fes_hal,0.098765432,grass
Oyen,Oye-D2-172,reduced,2019,Hes_cur,0.24691358,grass
Oyen,Oye-D2-172,reduced,2019,Pas_smi,0.185185185,grass
Oyen,Oye-D2-172,reduced,2019,Pul_pat,0.037037037,forb
Oyen,Oye-D6-176,ambient,2017,Agr_das,0.12345679,grass
Oyen,Oye-D6-176,ambient,2017,Car_spp,0.24691358,grass
Oyen,Oye-D6-176,ambient,2017,Ely_tra,0.098765432,grass
Oyen,Oye-D6-176,ambient,2017,Fes_hal,0.061728395,grass
Oyen,Oye-D6-176,ambient,2017,Hes_cur,0.24691358,grass
Oyen,Oye-D6-176,ambient,2017,Lac_pul,0.098765432,forb
Oyen,Oye-D6-176,ambient,2017,Pul_pat,0.12345679,forb
Oyen,Oye-D6-176,ambient,2018,Car_spp,0.238095238,grass
Oyen,Oye-D6-176,ambient,2018,Ely_tra,0.095238095,grass
Oyen,Oye-D6-176,ambient,2018,Hes_cur,0.285714286,grass
Oyen,Oye-D6-176,ambient,2018,Lac_pul,0.142857143,forb
Oyen,Oye-D6-176,ambient,2018,Pas_smi,0.095238095,grass
Oyen,Oye-D6-176,ambient,2018,Pul_pat,0.142857143,forb
Oyen,Oye-D6-176,ambient,2019,Car_spp,0.384615385,grass
Oyen,Oye-D6-176,ambient,2019,Ely_tra,0.076923077,grass
Oyen,Oye-D6-176,ambient,2019,Hes_cur,0.230769231,grass
Oyen,Oye-D6-176,ambient,2019,Lac_pul,0.115384615,forb
Oyen,Oye-D6-176,ambient,2019,Pas_smi,0.115384615,grass
Oyen,Oye-D6-176,ambient,2019,Pul_pat,0.076923077,forb
Oyen,Oye-D9-179,ambient,2017,Car_spp,0.229885057,grass
Oyen,Oye-D9-179,ambient,2017,Ely_tra,0.402298851,grass
Oyen,Oye-D9-179,ambient,2017,Hes_cur,0.287356322,grass
Oyen,Oye-D9-179,ambient,2017,Pul_pat,0.022988506,forb
Oyen,Oye-D9-179,ambient,2017,Sol_mis,0.057471264,forb
Oyen,Oye-D9-179,ambient,2018,Car_spp,0.1875,grass
Oyen,Oye-D9-179,ambient,2018,Ely_tra,0.5625,grass
Oyen,Oye-D9-179,ambient,2018,Hes_cur,0.1,grass
Oyen,Oye-D9-179,ambient,2018,Pas_smi,0.0625,grass
Oyen,Oye-D9-179,ambient,2018,Pul_pat,0.0375,forb
Oyen,Oye-D9-179,ambient,2018,Sol_mis,0.05,forb
Oyen,Oye-D9-179,ambient,2019,Car_spp,0.219298246,grass
Oyen,Oye-D9-179,ambient,2019,Ely_tra,0.570175439,grass
Oyen,Oye-D9-179,ambient,2019,Hes_cur,0.131578947,grass
Oyen,Oye-D9-179,ambient,2019,Pul_pat,0.035087719,forb
Oyen,Oye-D9-179,ambient,2019,Sol_mis,0.043859649,forb
Sangudo,San-A4-184,ambient,2017,Ely_rep,0.4375,grass
Sangudo,San-A4-184,ambient,2017,Poa_pra,0.15625,grass
Sangudo,San-A4-184,ambient,2017,Tar_off,0.0625,forb
Sangudo,San-A4-184,ambient,2017,Tri_hyb,0.125,forb
Sangudo,San-A4-184,ambient,2017,Tri_rep,0.03125,forb
Sangudo,San-A4-184,ambient,2017,Vic_ame,0.1875,forb
Sangudo,San-A4-184,ambient,2018,Ely_rep,0.384615385,grass
Sangudo,San-A4-184,ambient,2018,Poa_pra,0.21978022,grass
Sangudo,San-A4-184,ambient,2018,Tar_off,0.21978022,forb
Sangudo,San-A4-184,ambient,2018,Tri_hyb,0.087912088,forb
Sangudo,San-A4-184,ambient,2018,Vic_ame,0.087912088,forb
Sangudo,San-A4-184,ambient,2019,Ely_rep,0.416666667,grass
Sangudo,San-A4-184,ambient,2019,Poa_pra,0.208333333,grass
Sangudo,San-A4-184,ambient,2019,Tar_off,0.375,forb
Sangudo,San-A6-186,ambient,2017,Ely_rep,0.398773006,grass
Sangudo,San-A6-186,ambient,2017,Poa_pra,0.27607362,grass
Sangudo,San-A6-186,ambient,2017,Tar_off,0.214723926,forb
Sangudo,San-A6-186,ambient,2017,Tri_rep,0.018404908,forb
Sangudo,San-A6-186,ambient,2017,Vic_ame,0.09202454,forb
Sangudo,San-A6-186,ambient,2018,Ely_rep,0.309734513,grass
Sangudo,San-A6-186,ambient,2018,Poa_pra,0.265486726,grass
Sangudo,San-A6-186,ambient,2018,Tar_off,0.353982301,forb
Sangudo,San-A6-186,ambient,2018,Vic_ame,0.07079646,forb
Sangudo,San-A6-186,ambient,2019,Bro_ine,0.1,grass
Sangudo,San-A6-186,ambient,2019,Ely_rep,0.4,grass
Sangudo,San-A6-186,ambient,2019,Poa_pra,0.2,grass
Sangudo,San-A6-186,ambient,2019,Tar_off,0.3,forb
Sangudo,San-D3-213,reduced,2017,Ach_mil,0.137931034,forb
Sangudo,San-D3-213,reduced,2017,Ely_rep,0.431034483,grass
Sangudo,San-D3-213,reduced,2017,Poa_pra,0.344827586,grass
Sangudo,San-D3-213,reduced,2017,Tar_off,0.051724138,forb
Sangudo,San-D3-213,reduced,2017,Tri_rep,0.034482759,forb
Sangudo,San-D3-213,reduced,2018,Ach_mil,0.105263158,forb
Sangudo,San-D3-213,reduced,2018,Ely_rep,0.315789474,grass
Sangudo,San-D3-213,reduced,2018,Poa_pra,0.315789474,grass
Sangudo,San-D3-213,reduced,2018,Tar_off,0.210526316,forb
Sangudo,San-D3-213,reduced,2018,Vic_ame,0.052631579,forb
Sangudo,San-D3-213,reduced,2019,Ach_mil,0.103448276,forb
Sangudo,San-D3-213,reduced,2019,Ely_rep,0.310344828,grass
Sangudo,San-D3-213,reduced,2019,Poa_pra,0.137931034,grass
Sangudo,San-D3-213,reduced,2019,Tar_off,0.448275862,forb
Sangudo,San-D4-214,reduced,2017,Ach_mil,0.018518519,forb
Sangudo,San-D4-214,reduced,2017,Ely_rep,0.509259259,grass
Sangudo,San-D4-214,reduced,2017,Poa_pra,0.277777778,grass
Sangudo,San-D4-214,reduced,2017,Tar_off,0.046296296,forb
Sangudo,San-D4-214,reduced,2017,Tri_rep,0.009259259,forb
Sangudo,San-D4-214,reduced,2017,Vic_ame,0.138888889,forb
Sangudo,San-D4-214,reduced,2018,Ely_rep,0.454545455,grass
Sangudo,San-D4-214,reduced,2018,Poa_pra,0.318181818,grass
Sangudo,San-D4-214,reduced,2018,Tar_off,0.181818182,forb
Sangudo,San-D4-214,reduced,2018,Vic_ame,0.045454545,forb
Sangudo,San-D4-214,reduced,2019,Ach_mil,0.018181818,forb
Sangudo,San-D4-214,reduced,2019,Ely_rep,0.454545455,grass
Sangudo,San-D4-214,reduced,2019,Poa_pra,0.181818182,grass
Sangudo,San-D4-214,reduced,2019,Tar_off,0.318181818,forb
Sangudo,San-D4-214,reduced,2019,Vic_ame,0.027272727,forb
Sangudo,San-D5-215,ambient,2017,Ely_rep,0.151515152,grass
Sangudo,San-D5-215,ambient,2017,Poa_pra,0.151515152,grass
Sangudo,San-D5-215,ambient,2017,Tar_off,0.090909091,forb
Sangudo,San-D5-215,ambient,2017,Tri_hyb,0.090909091,forb
Sangudo,San-D5-215,ambient,2017,Tri_rep,0.424242424,forb
Sangudo,San-D5-215,ambient,2017,Vic_ame,0.090909091,forb
Sangudo,San-D5-215,ambient,2018,Ely_rep,0.260869565,grass
Sangudo,San-D5-215,ambient,2018,Poa_pra,0.304347826,grass
Sangudo,San-D5-215,ambient,2018,Tar_off,0.173913043,forb
Sangudo,San-D5-215,ambient,2018,Tri_hyb,0.217391304,forb
Sangudo,San-D5-215,ambient,2018,Vic_ame,0.043478261,forb
Sangudo,San-D5-215,ambient,2019,Ely_rep,0.333333333,grass
Sangudo,San-D5-215,ambient,2019,Poa_pra,0.285714286,grass
Sangudo,San-D5-215,ambient,2019,Tar_off,0.380952381,forb
Sangudo,San-D6-216,ambient,2017,Bro_ine,0.169491525,grass
Sangudo,San-D6-216,ambient,2017,Ely_rep,0.254237288,grass
Sangudo,San-D6-216,ambient,2017,Poa_pra,0.338983051,grass
Sangudo,San-D6-216,ambient,2017,Tar_off,0.127118644,forb
Sangudo,San-D6-216,ambient,2017,Tri_rep,0.042372881,forb
Sangudo,San-D6-216,ambient,2017,Vic_ame,0.06779661,forb
Sangudo,San-D6-216,ambient,2018,Ely_rep,0.277777778,grass
Sangudo,San-D6-216,ambient,2018,Poa_pra,0.388888889,grass
Sangudo,San-D6-216,ambient,2018,Tar_off,0.277777778,forb
Sangudo,San-D6-216,ambient,2018,Vic_ame,0.055555556,forb
Sangudo,San-D6-216,ambient,2019,Ely_rep,0.277777778,grass
Sangudo,San-D6-216,ambient,2019,Poa_pra,0.444444444,grass
Sangudo,San-D6-216,ambient,2019,Tar_off,0.277777778,forb
Sangudo,San-D9-219,reduced,2017,Ely_rep,0.550847458,grass
Sangudo,San-D9-219,reduced,2017,Poa_pra,0.254237288,grass
Sangudo,San-D9-219,reduced,2017,Tar_off,0.127118644,forb
Sangudo,San-D9-219,reduced,2017,Tri_rep,0.06779661,forb
Sangudo,San-D9-219,reduced,2018,Ely_rep,0.533980583,grass
Sangudo,San-D9-219,reduced,2018,Poa_pra,0.145631068,grass
Sangudo,San-D9-219,reduced,2018,Tar_off,0.291262136,forb
Sangudo,San-D9-219,reduced,2018,Tri_rep,0.029126214,forb
Sangudo,San-D9-219,reduced,2019,Ely_rep,0.5,grass
Sangudo,San-D9-219,reduced,2019,Poa_pra,0.153846154,grass
Sangudo,San-D9-219,reduced,2019,Tar_off,0.346153846,forb
Stavely,Sta-A6-226,ambient,2017,Ach_mil,0.05,forb
Stavely,Sta-A6-226,ambient,2017,Ago_gla,0.01875,forb
